,GUID,GEOGID,GEOGDESC,0 - 9 years,10 - 19 years,20 - 29 years,30 - 39 years,40 - 49 years,50 - 59 years,60 - 69 years,70 - 79 years,80 years and over
931,2AE196291AAE13A3E055000000000001,ED3409_12069,Gorteen,64,58,32,40,67,39,30,18,8
932,2AE196291AAF13A3E055000000000001,ED3409_12070,Hammerlane,66,85,61,67,62,105,61,37,11
933,2AE196291AB913A3E055000000000001,ED3409_12071,Kilclonfert,75,50,38,54,54,38,33,17,9
934,2AE196291AC613A3E055000000000001,ED3409_12072,Kilcumreragh,90,60,64,70,75,71,49,29,24
935,2AE196291AC713A3E055000000000001,ED3409_12073,Killeigh,179,173,108,144,190,190,151,68,28
936,2AE196291AC813A3E055000000000001,ED3409_12074,Killooly,46,38,35,28,35,36,33,12,7
937,2AE196291AD113A3E055000000000001,ED3409_12075,Killoughy,104,100,75,109,104,81,86,33,19
938,2AE196291AEE13A3E055000000000001,ED3409_12076,Mountbriscoe,43,38,31,29,36,27,25,12,3
939,2AE196291AFB13A3E055000000000001,ED3409_12077,O'Dempsey,27,38,11,28,25,15,8,11,3
940,2AE196291A4313A3E055000000000001,ED3409_12078,Portarlington North,393,337,266,369,339,282,192,134,92
941,2AE196291A4413A3E055000000000001,ED3409_12079,Rahan,103,113,57,97,102,116,57,43,26
942,2AE196291A4513A3E055000000000001,ED3409_12080,Raheenakeeran,60,37,42,69,40,68,42,31,10
943,2AE196291A4613A3E055000000000001,ED3409_12081,Rathfeston,66,75,33,53,72,55,44,21,13
944,2AE196291A5213A3E055000000000001,ED3409_12082,Rathrobin,50,79,37,47,68,44,48,27,4
945,2AE196291A5413A3E055000000000001,ED3409_12083,Screggan,218,244,116,149,227,196,141,91,75
946,2AE196291A6C13A3E055000000000001,ED3409_12084,Silverbrook,135,110,67,96,125,104,75,48,12
947,2AE196291A7813A3E055000000000001,ED3409_12085,Tinamuck,45,46,20,39,37,47,22,14,7
948,2AE196291A7913A3E055000000000001,ED3409_12086,Tinnycross,65,69,56,29,65,73,40,22,14
949,2AE196291A8413A3E055000000000001,ED3409_12087,Tullamore Rural,714,410,337,717,450,284,149,100,57
950,2AE196291BCB13A3E055000000000001,ED3409_13001,Athlone East Urban,460,334,756,816,501,508,427,353,227
951,2AE196291BCD13A3E055000000000001,ED3409_13002,Athlone West Urban,412,311,539,573,400,366,324,225,110
952,2AE196291BCC13A3E055000000000001,ED3409_13003,Athlone East Rural,1163,1010,1342,1287,960,725,551,344,178
953,2AE196291BCE13A3E055000000000001,ED3409_13004,Auburn,102,99,51,104,114,117,79,33,25
954,2AE196291AFF13A3E055000000000001,ED3409_13005,Ballybroder,33,46,27,20,34,52,15,11,11
955,2AE196291B2613A3E055000000000001,ED3409_13006,Bellanalack,93,98,34,93,93,69,53,34,12
956,2AE196291B3313A3E055000000000001,ED3409_13007,Carn,97,137,73,77,118,129,86,40,17
957,2AE196291B4113A3E055000000000001,ED3409_13008,Castledaly,105,96,82,89,97,102,78,45,21
958,2AE196291BB213A3E055000000000001,ED3409_13009,Glassan,96,113,74,99,103,165,128,59,9
959,2AE196291B0B13A3E055000000000001,ED3409_13010,Kilcumreragh,29,68,41,40,43,54,49,23,15
960,2AE196291B0D13A3E055000000000001,ED3409_13011,Killinure,56,63,26,59,64,76,50,16,6
961,2AE196291B2913A3E055000000000001,ED3409_13012,Moate,493,393,326,558,398,370,266,170,114
962,2AE196291B2A13A3E055000000000001,ED3409_13013,Mount Temple,104,106,60,80,104,87,68,35,7
963,2AE196291B3513A3E055000000000001,ED3409_13014,Moydrum,448,392,305,487,375,406,300,157,52
964,2AE196291B3613A3E055000000000001,ED3409_13015,Muckanagh,25,23,18,22,23,24,20,12,3
965,2AE196291B8913A3E055000000000001,ED3409_13016,Tubbrit,90,112,68,73,107,91,70,55,23
966,2AE196291B9B13A3E055000000000001,ED3409_13017,Umma,29,44,26,31,48,41,26,15,12
967,2AE196291BCA13A3E055000000000001,ED3409_13018,Ardnagragh,60,45,39,52,55,57,72,24,8
968,2AE196291B0213A3E055000000000001,ED3409_13019,Ballymore,144,100,66,104,104,91,61,42,22
969,2AE196291B7413A3E055000000000001,ED3409_13020,Doonis,29,39,17,26,43,21,28,22,9
970,2AE196291B8313A3E055000000000001,ED3409_13021,Drumraney,41,40,28,27,54,30,24,23,6
971,2AE196291B4613A3E055000000000001,ED3409_13022,Noughaval,57,67,40,46,72,47,47,19,3
972,2AE196291B4F13A3E055000000000001,ED3409_13023,Piercetown,13,19,7,12,21,16,13,5,5
973,2AE196291B8813A3E055000000000001,ED3409_13024,Templepatrick,24,15,14,36,24,20,30,16,6
974,2AE196291B9C13A3E055000000000001,ED3409_13025,Winetown,21,21,12,12,17,20,18,7,4
975,2AE196291B3113A3E055000000000001,ED3409_13026,Boherquill,23,32,13,18,21,18,15,11,1
976,2AE196291B6613A3E055000000000001,ED3409_13027,Coole,34,36,12,26,35,35,33,20,8
977,2AE196291B6713A3E055000000000001,ED3409_13028,Coolure,44,27,31,46,49,42,30,20,12
978,2AE196291B9813A3E055000000000001,ED3409_13029,Finnea,26,50,20,25,42,35,37,19,11
979,2AE196291BC313A3E055000000000001,ED3409_13030,Glore,31,28,10,21,28,30,17,12,5
980,2AE196291B1113A3E055000000000001,ED3409_13031,Knockarrow,18,12,6,18,16,12,15,7,5
981,2AE196291B5C13A3E055000000000001,ED3409_13032,Rathowen,53,51,36,47,58,46,39,22,11
982,2AE196291B7713A3E055000000000001,ED3409_13033,Street,27,35,23,23,39,39,44,29,10
983,2AE196291BDB13A3E055000000000001,ED3409_13034,Ballinlough,25,24,12,15,34,21,14,13,5
984,2AE196291B0013A3E055000000000001,ED3409_13035,Ballyhealy,33,46,27,46,36,52,32,17,4
985,2AE196291B2513A3E055000000000001,ED3409_13036,Ballynaskeagh,45,54,18,33,48,38,26,12,8
986,2AE196291B3213A3E055000000000001,ED3409_13037,Bracklin,34,43,24,22,47,43,24,11,11
987,2AE196291B5813A3E055000000000001,ED3409_13038,Clonarney,102,83,42,57,82,68,33,21,16
988,2AE196291B6513A3E055000000000001,ED3409_13039,Collinstown,103,59,33,90,79,45,52,31,9
989,2AE196291B7113A3E055000000000001,ED3409_13040,Copperalley,37,37,18,37,44,43,34,23,5
990,2AE196291B7213A3E055000000000001,ED3409_13041,Delvin,187,168,103,182,162,114,85,42,29
991,2AE196291B9713A3E055000000000001,ED3409_13042,Faughalstown,40,32,18,27,37,36,26,16,5
992,2AE196291B9913A3E055000000000001,ED3409_13043,Fore East,43,69,34,33,64,63,45,25,16
993,2AE196291BB013A3E055000000000001,ED3409_13044,Fore West,62,63,28,41,67,54,32,29,10
994,2AE196291BD113A3E055000000000001,ED3409_13045,Hilltown,40,34,18,35,40,39,30,19,13
995,2AE196291B0513A3E055000000000001,ED3409_13046,Kilcumny,28,18,17,33,25,32,18,22,9
996,2AE196291B1813A3E055000000000001,ED3409_13047,Killua,178,164,109,134,175,124,87,45,30
997,2AE196291B1A13A3E055000000000001,ED3409_13048,Killulagh,88,80,28,57,86,58,39,23,10
998,2AE196291B0E13A3E055000000000001,ED3409_13049,Kilpatrick,39,35,14,32,26,32,15,15,4
999,2AE196291B1013A3E055000000000001,ED3409_13050,Kinturk,168,191,129,178,188,186,153,97,54
1000,2AE196291B5D13A3E055000000000001,ED3409_13051,Riverdale,86,83,33,58,99,42,30,19,11
1001,2AE196291B6813A3E055000000000001,ED3409_13052,Rosmead,26,51,38,35,63,41,32,18,8
1002,2AE196291BC113A3E055000000000001,ED3409_13053,Ardnaglew,45,46,13,30,47,35,27,25,8
1003,3576C599940F4152E0530100007F0280,ED3409_13054/13085,Ballinalack / Lackan,82,196,31,51,84,68,55,23,9
1004,2AE196291B0113A3E055000000000001,ED3409_13055,Ballykilmore,121,89,82,88,114,83,80,52,23
1005,2AE196291BDC13A3E055000000000001,ED3409_13056,Ballymorin,62,34,34,42,53,39,36,20,6
1006,2AE196291B2413A3E055000000000001,ED3409_13057,Ballynagore,69,66,52,64,65,88,57,29,21
1007,2AE196291B2713A3E055000000000001,ED3409_13058,Belvidere,55,89,79,57,83,155,108,53,28
1008,2AE196291B3413A3E055000000000001,ED3409_13059,Carrick,39,39,35,37,47,64,33,24,14
1009,2AE196291B4013A3E055000000000001,ED3409_13060,Castle,119,97,87,121,129,135,107,55,26
1010,2AE196291B4213A3E055000000000001,ED3409_13061,Castlelost,256,297,193,208,284,174,154,84,42
1011,2AE196291B4C13A3E055000000000001,ED3409_13062,Castletown,105,112,71,102,102,77,86,49,33
1012,2AE196291B4D13A3E055000000000001,ED3409_13063,Churchtown,61,68,17,51,62,42,21,14,5
1013,2AE196291B5713A3E055000000000001,ED3409_13064,Cloghan,54,67,33,49,64,45,16,14,17
1014,2AE196291B5913A3E055000000000001,ED3409_13065,Clonfad,84,105,65,56,100,80,71,42,35
1015,2AE196291B6413A3E055000000000001,ED3409_13066,Clonlost,51,67,56,32,78,68,52,29,15
1016,2AE196291B7313A3E055000000000001,ED3409_13067,Derrymore,32,49,18,37,48,39,29,12,8
1017,2AE196291B8413A3E055000000000001,ED3409_13068,Dysart,22,42,16,33,22,39,33,25,7
1018,2AE196291B8513A3E055000000000001,ED3409_13069,Emper,24,29,24,24,30,32,27,12,8
1019,2AE196291B8613A3E055000000000001,ED3409_13070,Enniscoffey,64,84,43,57,74,57,39,16,12
1020,2AE196291BB113A3E055000000000001,ED3409_13071,Gaybrook,75,83,28,70,61,60,31,21,10
1021,2AE196291BC213A3E055000000000001,ED3409_13072,Glenlough,17,17,19,20,20,32,17,17,12
1022,2AE196291BC413A3E055000000000001,ED3409_13073,Greenpark,31,40,19,31,37,32,35,20,11
1023,2AE196291BCF13A3E055000000000001,ED3409_13074,Griffinstown,91,94,53,59,107,86,45,26,13
1024,2AE196291BD013A3E055000000000001,ED3409_13075,Heathstown,88,131,61,75,108,115,73,38,14
1025,2AE196291BDD13A3E055000000000001,ED3409_13076,Hopestown,68,83,67,48,65,105,71,33,20
1026,2AE196291BDE13A3E055000000000001,ED3409_13077,Huntingdon,73,64,32,62,63,58,52,20,8
1027,2AE196291BDF13A3E055000000000001,ED3409_13078,Jamestown,22,15,9,17,21,17,12,8,6
1028,2AE196291B0313A3E055000000000001,ED3409_13079,Kilbeggan,258,214,149,340,207,179,134,82,41
1029,2AE196291B0413A3E055000000000001,ED3409_13080,Kilbixy,64,111,67,77,88,78,62,42,14
1030,2AE196291B0C13A3E055000000000001,ED3409_13081,Killare,52,53,42,36,43,68,40,16,11
1031,2AE196291B1913A3E055000000000001,ED3409_13082,Killucan,316,249,178,267,283,198,138,99,98
1032,2AE196291B0F13A3E055000000000001,ED3409_13083,Kinnegad,587,486,322,508,485,254,158,83,32
1033,2AE196291B1B13A3E055000000000001,ED3409_13084,Knockdrin,94,92,46,65,108,73,62,26,22
1034,2AE196291B1D13A3E055000000000001,ED3409_13086,Lauree,41,23,16,16,37,33,19,14,6
1035,2AE196291B2813A3E055000000000001,ED3409_13087,Middleton,63,38,36,48,52,51,38,22,14
1036,2AE196291BD213A3E055000000000001,ED3409_13088,Milltown,38,61,39,32,44,34,28,18,5
1037,2AE196291B3713A3E055000000000001,ED3409_13089,Mullingar Rural,1962,1622,1190,1946,1662,1075,674,400,252
1038,2AE196291B9E13A3E055000000000001,ED3409_13090,Mullingar North Urban,907,698,762,944,729,615,502,277,176
1039,2AE196291B4313A3E055000000000001,ED3409_13091,Mullingar South Urban,652,388,629,840,538,476,438,324,137
1040,2AE196291B4413A3E055000000000001,ED3409_13092,Multyfarnham,79,63,69,77,91,90,60,44,56
1041,2AE196291B4513A3E055000000000001,ED3409_13093,Newtown,38,32,16,29,35,32,29,11,7
1042,2AE196291B4E13A3E055000000000001,ED3409_13094,Owel,48,61,43,45,49,70,73,33,18
1043,2AE196291B5013A3E055000000000001,ED3409_13095,Portloman,35,49,28,30,52,46,34,32,12
1044,2AE196291B5113A3E055000000000001,ED3409_13096,Raharney,61,96,52,50,77,90,48,22,10
1045,2AE196291B5A13A3E055000000000001,ED3409_13097,Rahugh,28,33,21,27,29,48,53,19,15
1046,2AE196291B5B13A3E055000000000001,ED3409_13098,Rathconrath,54,57,29,38,66,40,42,17,8
1047,2AE196291B6913A3E055000000000001,ED3409_13099,Russellstown,73,94,41,45,96,67,48,24,7
1048,2AE196291B6A13A3E055000000000001,ED3409_13100,Skeagh,37,32,20,31,34,27,32,22,8
1049,2AE196291B6B13A3E055000000000001,ED3409_13101,Sonna,49,42,30,47,49,49,32,17,7
1050,2AE196291B7513A3E055000000000001,ED3409_13102,Stonehall,22,34,23,18,32,38,22,16,8
1051,2AE196291B7613A3E055000000000001,ED3409_13103,Streamstown,59,50,39,49,54,51,44,22,10
1052,2AE196291B8713A3E055000000000001,ED3409_13104,Taghmon,49,57,40,44,71,56,42,28,5
1053,2AE196291B9A13A3E055000000000001,ED3409_13105,Tullaghan,61,65,41,42,68,51,39,38,12
1054,2AE196291B9D13A3E055000000000001,ED3409_13106,Woodland,31,42,39,29,31,52,36,17,7
1055,2AE196291EB813A3E055000000000001,ED3409_14001,Enniscorthy Urban,239,239,355,352,299,348,352,263,219
1056,2AE196291EAC13A3E055000000000001,ED3409_14002,New Ross Urban,398,431,410,499,492,533,491,345,169
1057,2AE196291EC913A3E055000000000001,ED3409_14003,Rosbercon Urban,90,66,99,148,93,65,41,27,14
1058,2AE196291E4613A3E055000000000001,ED3409_14004,Wexford No. 1 Urban,129,129,189,243,188,240,182,180,133
1059,2AE196291E5D13A3E055000000000001,ED3409_14005,Wexford No. 2 Urban,417,430,518,577,543,591,483,350,178
1060,2AE196291E5C13A3E055000000000001,ED3409_14006,Wexford No. 3 Urban,128,94,203,218,150,160,130,105,55
1061,2AE196291BD513A3E055000000000001,ED3409_14007,Ballindaggan,133,93,81,116,116,105,77,51,27
1062,2AE196291B0613A3E055000000000001,ED3409_14008,Ballycarney,61,71,34,57,80,46,36,27,17
1063,2AE196291B1313A3E055000000000001,ED3409_14009,Ballyhoge,181,199,103,160,222,141,145,61,25
1064,2AE196291B1413A3E055000000000001,ED3409_14010,Ballyhuskard,248,219,180,214,256,188,158,87,29
1065,2AE196291E4B13A3E055000000000001,ED3409_14011,Ballymore,63,78,53,56,73,68,54,22,13
1066,2AE196291E5613A3E055000000000001,ED3409_14012,Ballyvaldon,101,113,57,79,120,93,89,54,22
1067,2AE196291E6313A3E055000000000001,ED3409_14013,Bolaboy,206,177,137,174,166,150,111,68,33
1068,2AE196291E6413A3E055000000000001,ED3409_14014,Bree,217,203,119,166,212,185,139,93,27
1069,2AE196291E8613A3E055000000000001,ED3409_14015,Castleboro,170,113,78,140,145,103,100,62,29
1070,2AE196291E7F13A3E055000000000001,ED3409_14016,Castledockrell,56,56,30,66,68,68,47,21,14
1071,2AE196291E7C13A3E055000000000001,ED3409_14017,Castle Ellis,139,171,94,132,168,172,121,74,40
1072,2AE196291E8713A3E055000000000001,ED3409_14018,Castle Talbot,143,122,80,107,116,106,101,54,24
1073,2AE196291E9313A3E055000000000001,ED3409_14019,Clonroche,194,175,129,163,189,154,134,83,31
1074,2AE196291EAB13A3E055000000000001,ED3409_14020,Edermine,215,220,104,180,239,190,151,119,73
1075,2AE196291EB713A3E055000000000001,ED3409_14021,Enniscorthy Rural,1579,1362,1236,1633,1284,1193,859,542,297
1076,2AE196291EB913A3E055000000000001,ED3409_14022,Ferns,236,204,209,229,204,181,138,113,46
1077,2AE196291E2C13A3E055000000000001,ED3409_14023,Kilbora,55,59,31,41,68,62,40,24,7
1078,2AE196291E3913A3E055000000000001,ED3409_14024,Kilcormick,104,108,77,81,109,100,56,43,10
1079,2AE196291E4E13A3E055000000000001,ED3409_14025,Killann,128,133,103,134,150,150,105,83,29
1080,2AE196291E7213A3E055000000000001,ED3409_14026,Kilmallock,237,229,158,232,226,164,101,65,25
1081,2AE196291E6613A3E055000000000001,ED3409_14027,Killoughrum,95,105,86,132,141,126,81,52,28
1082,2AE196291E8013A3E055000000000001,ED3409_14028,Kilrush,50,65,58,53,77,50,50,43,14
1083,2AE196291E8B13A3E055000000000001,ED3409_14029,Kiltealy,60,54,39,61,63,72,59,31,17
1084,2AE196291E9613A3E055000000000001,ED3409_14030,Marshalstown,163,160,121,132,154,158,102,71,27
1085,2AE196291EA113A3E055000000000001,ED3409_14031,Moyacomb,44,62,50,43,52,68,55,23,12
1086,2AE196291EAF13A3E055000000000001,ED3409_14032,Newtownbarry,327,315,255,282,320,281,240,174,90
1087,2AE196291ECA13A3E055000000000001,ED3409_14033,Rossard,77,52,38,71,66,55,44,44,10
1088,2AE196291ED813A3E055000000000001,ED3409_14034,St. Mary's,95,93,72,99,100,95,92,32,11
1089,2AE196291EE813A3E055000000000001,ED3409_14035,The Harrow,72,66,51,58,61,72,61,21,13
1090,2AE196291EE913A3E055000000000001,ED3409_14036,The Leap,129,140,102,117,147,146,103,65,35
1091,2AE196291E2F13A3E055000000000001,ED3409_14037,Tinnacross,169,138,105,130,122,141,99,61,21
1092,2AE196291E3C13A3E055000000000001,ED3409_14038,Tombrack,117,97,61,111,109,95,80,38,22
1093,2AE196291BB413A3E055000000000001,ED3409_14039,Ardamine,644,512,330,574,567,396,304,215,143
1094,2AE196291E4D13A3E055000000000001,ED3409_14040,Balloughter,73,70,51,54,97,69,51,23,16
1095,2AE196291BE113A3E055000000000001,ED3409_14041,Ballybeg,93,77,75,81,69,75,70,27,19
1096,2AE196291BE213A3E055000000000001,ED3409_14042,Ballycanew,190,153,132,151,195,130,119,64,25
1097,2AE196291B0713A3E055000000000001,ED3409_14043,Ballyellis,74,55,35,54,56,58,47,20,12
1098,2AE196291B0813A3E055000000000001,ED3409_14044,Ballygarrett,120,131,93,81,129,127,93,35,23
1099,2AE196291E4013A3E055000000000001,ED3409_14045,Ballylarkin,115,150,72,91,138,123,86,56,24
1100,2AE196291E4C13A3E055000000000001,ED3409_14046,Ballynestragh,221,194,87,169,190,147,93,71,25
1101,2AE196291E6F13A3E055000000000001,ED3409_14047,Cahore,63,64,19,52,64,68,63,34,12
1102,2AE196291E9413A3E055000000000001,ED3409_14048,Coolgreany,188,163,118,162,169,132,127,73,17
1103,2AE196291E9D13A3E055000000000001,ED3409_14049,Courtown,309,350,272,342,371,417,322,184,72
1104,2AE196291EC513A3E055000000000001,ED3409_14050,Ford,72,89,57,73,72,68,41,44,20
1105,2AE196291ED513A3E055000000000001,ED3409_14051,Gorey Rural,1401,967,730,1380,955,585,504,272,82
1106,2AE196291ED613A3E055000000000001,ED3409_14052,Gorey Urban,454,440,427,538,508,419,386,244,154
1107,2AE196291EE513A3E055000000000001,ED3409_14053,Huntingtown,52,54,13,34,63,34,34,20,12
1108,2AE196291E2E13A3E055000000000001,ED3409_14054,Kilcomb,151,167,92,134,199,133,90,68,56
1109,2AE196291E4213A3E055000000000001,ED3409_14055,Kilgorman,137,138,74,94,140,126,52,44,23
1110,2AE196291E4F13A3E055000000000001,ED3409_14056,Killenagh,84,67,44,69,74,87,70,40,14
1111,2AE196291E5A13A3E055000000000001,ED3409_14057,Killincooly,118,88,62,76,85,88,39,35,19
1112,2AE196291E7D13A3E055000000000001,ED3409_14058,Kilnahue,72,77,40,55,66,61,51,24,10
1113,2AE196291E9513A3E055000000000001,ED3409_14059,Limerick,182,142,80,144,146,116,85,30,18
1114,2AE196291E9F13A3E055000000000001,ED3409_14060,Monamolin,123,112,65,130,127,94,72,46,16
1115,2AE196291EA013A3E055000000000001,ED3409_14061,Monaseed,114,112,58,88,111,78,57,49,15
1116,2AE196291ECC13A3E055000000000001,ED3409_14062,Rossminoge,93,102,64,63,103,96,41,31,14
1117,2AE196291E4413A3E055000000000001,ED3409_14063,Wells,102,126,75,85,133,95,74,59,16
1118,2AE196291E5B13A3E055000000000001,ED3409_14064,Wingfield,160,155,75,102,188,129,72,56,20
1119,2AE196291BB313A3E055000000000001,ED3409_14065,Adamstown,111,84,71,89,86,46,52,38,17
1120,2AE196291BE013A3E055000000000001,ED3409_14066,Ballyanne,135,115,49,117,116,102,78,53,25
1121,2AE196291B1213A3E055000000000001,ED3409_14067,Ballyhack,148,156,117,133,182,173,158,123,51
1122,2AE196291E5813A3E055000000000001,ED3409_14068,Barrack Village,18,11,11,13,10,13,10,5,1
1123,2AE196291E6213A3E055000000000001,ED3409_14069,Barronstown,77,80,60,65,100,62,82,44,12
1124,2AE196291E7013A3E055000000000001,ED3409_14070,Carnagh,80,66,43,70,68,76,67,37,16
1125,2AE196291E7B13A3E055000000000001,ED3409_14071,Carrickbyrne,73,74,63,70,69,77,65,34,24
1126,2AE196291E8813A3E055000000000001,ED3409_14072,Clongeen,117,119,118,126,109,116,103,50,28
1127,2AE196291E8913A3E055000000000001,ED3409_14073,Clonleigh,68,60,41,50,68,55,48,19,12
1128,2AE196291EAA13A3E055000000000001,ED3409_14074,Dunmain,73,46,25,49,48,36,24,15,14
1129,2AE196291EBA13A3E055000000000001,ED3409_14075,Fethard,86,137,78,85,129,128,88,79,40
1130,2AE196291EE413A3E055000000000001,ED3409_14076,Horetown,80,86,54,71,96,83,44,31,18
1131,2AE196291E2B13A3E055000000000001,ED3409_14077,Inch,110,80,42,70,95,62,47,41,12
1132,2AE196291E3B13A3E055000000000001,ED3409_14078,Kilgarvan,74,56,26,59,44,51,32,20,12
1133,2AE196291E5913A3E055000000000001,ED3409_14079,Killesk,80,96,65,72,107,103,80,57,26
1134,2AE196291E7313A3E055000000000001,ED3409_14080,Kilmokea,106,139,85,100,107,100,105,66,45
1135,2AE196291EAD13A3E055000000000001,ED3409_14081,Newbawn,70,71,54,67,80,88,73,42,23
1136,2AE196291EA213A3E055000000000001,ED3409_14082,New Ross Rural,717,586,404,685,578,403,290,192,87
1137,2AE196291EB013A3E055000000000001,ED3409_14083,Oldcourt,113,138,52,80,112,110,62,53,17
1138,2AE196291EBB13A3E055000000000001,ED3409_14084,Old Ross,86,71,55,62,65,69,41,17,9
1139,2AE196291EBD13A3E055000000000001,ED3409_14085,Rathroe,101,117,76,89,146,86,97,81,31
1140,2AE196291EC813A3E055000000000001,ED3409_14086,Rochestown,39,48,18,32,44,23,16,18,8
1141,2AE196291EE613A3E055000000000001,ED3409_14087,Templeludigan,85,68,24,77,69,36,39,30,15
1142,2AE196291EE713A3E055000000000001,ED3409_14088,Templetown,62,88,46,57,85,92,75,54,18
1143,2AE196291E3013A3E055000000000001,ED3409_14089,Tintern,237,222,135,216,232,247,155,99,50
1144,2AE196291E5113A3E055000000000001,ED3409_14090,Whitechurch,100,104,36,90,89,80,67,49,13
1145,2AE196291E5213A3E055000000000001,ED3409_14091,Whitemoor,83,90,46,69,86,68,78,42,19
1146,2AE196291BC513A3E055000000000001,ED3409_14092,Ardcavan,449,427,242,377,487,344,273,170,72
1147,2AE196291BC613A3E055000000000001,ED3409_14093,Ardcolm,131,129,82,96,142,129,132,72,29
1148,2AE196291BD313A3E055000000000001,ED3409_14094,Artramon,74,102,50,67,94,99,79,46,31
1149,2AE196291BD413A3E055000000000001,ED3409_14095,Aughwilliam,99,77,44,62,94,71,50,30,9
1150,2AE196291E4113A3E055000000000001,ED3409_14096,Ballymitty,83,74,37,75,76,70,55,34,20
1151,2AE196291E5713A3E055000000000001,ED3409_14097,Bannow,157,149,99,138,152,166,126,90,39
1152,2AE196291E6E13A3E055000000000001,ED3409_14098,Bridgetown,130,143,63,112,146,107,77,64,23
1153,2AE196291E7A13A3E055000000000001,ED3409_14099,Carrick,252,284,136,200,284,251,212,118,42
1154,2AE196291E9E13A3E055000000000001,ED3409_14100,Drinagh,118,179,107,123,149,205,132,94,32
1155,2AE196291EA913A3E055000000000001,ED3409_14101,Duncormick,109,71,59,99,102,66,70,47,11
1156,2AE196291EC613A3E055000000000001,ED3409_14102,Forth,89,158,69,66,140,133,68,54,54
1157,2AE196291EC713A3E055000000000001,ED3409_14103,Glynn,98,118,32,59,117,76,53,22,9
1158,2AE196291ED713A3E055000000000001,ED3409_14104,Harperstown,93,99,33,76,92,56,41,28,7
1159,2AE196291EE313A3E055000000000001,ED3409_14105,Harristown,67,62,31,73,73,65,72,46,26
1160,2AE196291E2D13A3E055000000000001,ED3409_14106,Kilbride,44,51,31,33,62,39,28,17,7
1161,2AE196291E3A13A3E055000000000001,ED3409_14107,Kilcowan,47,80,40,57,84,81,67,20,16
1162,2AE196291E4313A3E055000000000001,ED3409_14108,Killag,65,67,51,51,74,60,37,31,12
1163,2AE196291E6513A3E055000000000001,ED3409_14109,Killinick,108,129,77,97,135,137,92,72,24
1164,2AE196291E7113A3E055000000000001,ED3409_14110,Killurin,118,115,51,97,136,91,57,30,15
1165,2AE196291E7413A3E055000000000001,ED3409_14111,Kilmore,342,312,207,306,327,257,254,179,62
1166,2AE196291E7E13A3E055000000000001,ED3409_14112,Kilpatrick,79,104,70,81,108,142,116,85,22
1167,2AE196291E8A13A3E055000000000001,ED3409_14113,Kilscoran,135,148,64,136,141,108,99,84,39
1168,2AE196291E8C13A3E055000000000001,ED3409_14114,Lady's Island,78,66,61,69,79,104,86,50,27
1169,2AE196291E9713A3E055000000000001,ED3409_14115,Mayglass,113,69,50,72,100,88,71,47,7
1170,2AE196291EAE13A3E055000000000001,ED3409_14116,Newcastle,92,72,39,86,72,65,56,26,14
1171,2AE196291EBC13A3E055000000000001,ED3409_14117,Rathaspick,218,324,117,194,309,289,173,88,48
1172,2AE196291ECB13A3E055000000000001,ED3409_14118,Rosslare,316,246,175,256,272,260,285,208,94
1173,2AE196291ECD13A3E055000000000001,ED3409_14119,St. Helen's,329,267,162,299,284,320,302,191,86
1174,2AE196291ED913A3E055000000000001,ED3409_14120,Tacumshin,68,66,37,59,109,61,58,48,22
1175,2AE196291EDA13A3E055000000000001,ED3409_14121,Taghmon,145,163,107,144,138,120,106,74,29
1176,2AE196291E3D13A3E055000000000001,ED3409_14122,Tomhaggard,55,95,62,70,89,75,79,36,21
1177,2AE196291E4513A3E055000000000001,ED3409_14123,Wexford Rural,1840,1608,1378,2194,1700,1396,1194,786,409
1178,2AE196291E5013A3E055000000000001,ED3409_14124,Whitechurch,64,69,52,62,88,63,57,31,14
1179,2AE196291E6913A3E055000000000001,ED3409_15001,Arklow No. 1 Urban,1658,1365,1044,1582,1542,1160,874,536,215
1180,2AE196291EE113A3E055000000000001,ED3409_15002,Arklow No. 2 Urban,486,393,375,489,421,396,228,154,71
1181,2AE196291EE213A3E055000000000001,ED3409_15003,Bray No. 1,281,152,198,373,239,256,178,104,58
1182,2AE196291EED13A3E055000000000001,ED3409_15004,Bray No. 2,744,609,742,940,874,841,702,535,427
1183,2AE196291E9913A3E055000000000001,ED3409_15005,Bray No. 3,786,713,724,958,873,766,851,595,193
1184,2AE196291EEE13A3E055000000000001,ED3409_15006,Rathmichael (Bray),335,388,335,365,350,276,189,117,60
1185,2AE196291EE013A3E055000000000001,ED3409_15007,Wicklow Urban,845,869,753,929,992,917,779,471,207
1186,2AE196291E8213A3E055000000000001,ED3409_15008,Ballinguile,16,22,12,14,28,20,11,8,5
1187,2AE196291E8F13A3E055000000000001,ED3409_15009,Baltinglass,378,435,296,357,424,316,218,168,128
1188,2AE196291E9813A3E055000000000001,ED3409_15010,Blessington,799,640,470,741,777,510,366,212,91
1189,2AE196291EA413A3E055000000000001,ED3409_15011,Burgage,434,293,155,357,368,212,142,79,25
1190,2AE196291ED013A3E055000000000001,ED3409_15012,Donaghmore,83,50,46,58,67,58,48,22,7
1191,2AE196291ED113A3E055000000000001,ED3409_15013,Donard,74,65,47,79,44,95,67,25,14
1192,2AE196291EEB13A3E055000000000001,ED3409_15014,Dunlavin,210,207,127,183,203,168,157,76,28
1193,2AE196291EEC13A3E055000000000001,ED3409_15015,Eadestown,28,27,17,26,29,33,20,11,3
