,GUID,GEOGID,GEOGDESC,0 - 9 years,10 - 19 years,20 - 29 years,30 - 39 years,40 - 49 years,50 - 59 years,60 - 69 years,70 - 79 years,80 years and over
2440,2AE196291B3D13A3E055000000000001,ED3409_25082,Reisk,188,147,91,166,198,147,115,63,29
2441,2AE196291B6F13A3E055000000000001,ED3409_25083,Tramore,1457,1474,864,1378,1509,1148,873,583,259
2442,2AE196291B7D13A3E055000000000001,ED3409_25084,Woodstown,69,93,39,37,92,111,79,56,24
2443,2AE196291C5C13A3E055000000000001,ED3409_25085,Ardmore,99,96,57,85,106,113,103,54,26
2444,2AE196291C7213A3E055000000000001,ED3409_25086,Ballyheeny,90,88,55,71,84,73,74,36,19
2445,2AE196291BE513A3E055000000000001,ED3409_25087,Clashmore,53,47,33,49,53,61,67,28,13
2446,2AE196291B5F13A3E055000000000001,ED3409_25088,Glenwilliam,16,34,11,17,22,23,23,12,6
2447,2AE196291B6D13A3E055000000000001,ED3409_25089,Grallagh,38,32,17,43,28,30,30,15,2
2448,2AE196291B6E13A3E055000000000001,ED3409_25090,Grange,69,60,28,49,58,26,35,17,14
2449,2AE196291BC913A3E055000000000001,ED3409_25091,Kinsalebeg,97,68,48,77,83,74,66,43,18
2450,2AE196291B6113A3E055000000000001,ED3409_25092,Templemichael,61,69,43,54,50,66,35,23,13
2451,2AE19629235A13A3E055000000000001,ED3409_26001,Ballybaan,2377,1792,1978,3188,1812,928,599,223,122
2452,2AE19629235B13A3E055000000000001,ED3409_26002,Baile an Bhriotaihg,115,109,196,195,112,118,62,31,11
2453,2AE19629235C13A3E055000000000001,ED3409_26003,Bearna,2529,2204,1580,2903,2618,1716,958,499,178
2454,2AE19629235D13A3E055000000000001,ED3409_26004,An Caisle·n Gearr,502,411,888,958,486,364,262,145,37
2455,2AE19629235E13A3E055000000000001,ED3409_26005,Claddagh,152,171,584,507,276,252,320,219,112
2456,2AE19629235F13A3E055000000000001,ED3409_26006,Dangan,360,693,1196,502,348,425,390,155,63
2457,2AE19629236013A3E055000000000001,ED3409_26007,Eyre Square,95,214,1691,821,326,365,346,189,61
2458,2AE19629236113A3E055000000000001,ED3409_26008,An Cnoc·n Carrach,116,130,175,284,171,197,207,134,76
2459,2AE19629236F13A3E055000000000001,ED3409_26009,Lough Atalia,100,74,107,129,116,117,93,98,76
2460,2AE19629237013A3E055000000000001,ED3409_26010,Mionlach,506,645,1457,833,485,506,417,176,93
2461,2AE19629237113A3E055000000000001,ED3409_26011,Mervue,137,130,313,286,215,244,228,175,103
2462,2AE19629237213A3E055000000000001,ED3409_26012,Murroogh,335,261,778,587,264,266,191,126,38
2463,2AE19629237313A3E055000000000001,ED3409_26013,Newcastle,127,175,522,229,144,137,310,192,59
2464,2AE19629237413A3E055000000000001,ED3409_26014,Nuns Island,90,68,467,315,158,105,115,101,55
2465,2AE19629237513A3E055000000000001,ED3409_26015,Rahoon,436,374,520,614,441,288,236,125,42
2466,2AE19629237613A3E055000000000001,ED3409_26016,Renmore,121,115,144,180,151,155,154,194,105
2467,2AE19629237713A3E055000000000001,ED3409_26017,Rockbarton,158,185,162,220,277,300,344,296,155
2468,2AE19629238413A3E055000000000001,ED3409_26018,ParÛiste San Nicol·is,102,163,896,458,202,152,208,144,69
2469,2AE19629238213A3E055000000000001,ED3409_26019,Salthill,358,283,712,806,409,398,317,199,151
2470,2AE19629238313A3E055000000000001,ED3409_26020,Shantalla,132,132,361,226,146,227,269,217,202
2471,2AE19629238513A3E055000000000001,ED3409_26021,Taylors Hill,331,515,632,357,392,240,198,162,139
2472,2AE19629238613A3E055000000000001,ED3409_26022,Wellpark,118,101,415,321,174,215,129,139,56
2473,2AE19629205D13A3E055000000000001,ED3409_27001,Ballinasloe Urban,1037,840,734,1049,796,756,654,452,342
2474,2AE19629210113A3E055000000000001,ED3409_27002,Abbeygormacan,67,50,34,55,62,52,55,22,14
2475,2AE19629204713A3E055000000000001,ED3409_27003,Ahascragh,71,89,80,71,83,92,54,47,18
2476,2AE19629205213A3E055000000000001,ED3409_27004,Aughrim,77,81,49,57,74,102,49,42,45
2477,2AE19629205C13A3E055000000000001,ED3409_27005,Ballinasloe Rural,58,89,55,54,91,95,79,34,18
2478,2AE19629207613A3E055000000000001,ED3409_27006,Ballymacward,44,34,30,45,42,35,40,21,19
2479,2AE19629210513A3E055000000000001,ED3409_27007,Clonfert,39,55,56,54,50,56,63,30,17
2480,2AE19629204813A3E055000000000001,ED3409_27008,Clontuskert,19,22,19,31,23,31,36,27,10
2481,2AE19629237B13A3E055000000000001,ED3409_27009,Kellysgrove,43,56,42,19,48,66,45,25,17
2482,2AE19629239813A3E055000000000001,ED3409_27010,Kilconnell,76,110,51,62,96,95,77,39,64
2483,2AE1962923A613A3E055000000000001,ED3409_27011,Killaan,75,64,43,72,82,54,65,49,23
2484,2AE1962923A713A3E055000000000001,ED3409_27012,Killallaghtan,57,51,47,64,80,58,46,36,19
2485,2AE1962922F713A3E055000000000001,ED3409_27013,Killoran,42,37,26,30,32,46,21,20,16
2486,2AE19629230613A3E055000000000001,ED3409_27014,Killure,93,111,80,72,89,114,74,42,50
2487,2AE19629231613A3E055000000000001,ED3409_27015,Kilmacshane,34,37,16,31,44,22,18,21,8
2488,2AE19629233D13A3E055000000000001,ED3409_27016,Kiltormer,41,58,57,60,48,82,72,41,31
2489,2AE19629234D13A3E055000000000001,ED3409_27017,Kylemore,19,13,16,16,12,23,29,18,7
2490,2AE19629235813A3E055000000000001,ED3409_27018,Laurencetown,49,37,35,53,38,46,59,26,16
2491,2AE19629238013A3E055000000000001,ED3409_27019,Lismanny,36,37,22,32,32,38,26,25,7
2492,2AE1962922DE13A3E055000000000001,ED3409_27020,Oatfield,65,71,41,48,73,46,47,29,14
2493,2AE19629208C13A3E055000000000001,ED3409_27021,Ballynakill,44,64,44,51,46,75,62,34,19
2494,2AE1962920A613A3E055000000000001,ED3409_27022,Binn an Choire,14,16,29,27,28,34,46,24,8
2495,2AE1962920B113A3E055000000000001,ED3409_27023,Bunowen,41,54,30,35,54,63,74,34,28
2496,2AE1962920F413A3E055000000000001,ED3409_27024,Cleggan,32,36,22,28,40,38,49,21,13
2497,2AE1962920F513A3E055000000000001,ED3409_27025,Clifden,228,255,190,283,304,319,298,182,100
2498,2AE19629230013A3E055000000000001,ED3409_27026,Cushkillary,7,111,57,26,33,34,31,14,5
2499,3576C59999FD4152E0530100007F0280,ED3409_27027/27028,Derrycunlagh / Derrylea,38,38,30,43,56,48,33,21,6
2500,2AE19629231413A3E055000000000001,ED3409_27029,Doonloughan,6,12,4,11,13,10,10,14,2
2501,2AE19629232C13A3E055000000000001,ED3409_27030,Errislannan,23,23,12,22,29,29,39,26,12
2502,2AE19629236713A3E055000000000001,ED3409_27031,An Uillinn,14,14,7,14,13,9,19,4,3
2503,2AE19629236813A3E055000000000001,ED3409_27032,Inishbofin,17,12,18,16,39,21,26,16,10
2504,2AE19629234C13A3E055000000000001,ED3409_27033,An Cnoc BuÌ,118,83,65,74,87,107,144,85,47
2505,2AE1962922DD13A3E055000000000001,ED3409_27034,MaÌros,35,38,16,45,53,52,64,36,15
2506,2AE1962922E113A3E055000000000001,ED3409_27035,Abhainn Ghabhla,27,20,20,27,28,39,58,29,13
2507,2AE1962922FA13A3E055000000000001,ED3409_27036,Rinvyle,162,154,120,142,168,158,181,106,35
2508,2AE1962922FC13A3E055000000000001,ED3409_27037,Cloch na RÛn,52,40,29,54,66,57,64,43,20
2509,2AE19629230B13A3E055000000000001,ED3409_27038,Sillerna,25,50,27,33,57,70,74,40,13
2510,2AE19629230C13A3E055000000000001,ED3409_27039,Scainimh,66,79,65,57,87,87,112,39,20
2511,2AE19629204F13A3E055000000000001,ED3409_27040,Eanach Dh˙in,248,301,153,264,293,270,205,94,48
2512,2AE19629205113A3E055000000000001,ED3409_27041,Aughrim,230,213,89,179,231,154,99,77,24
2513,2AE19629206913A3E055000000000001,ED3409_27042,Baile an Teampaill (Part Rural),182,194,169,263,212,198,145,72,37
2514,2AE19629207F13A3E055000000000001,ED3409_27043,Ballynacourty,165,168,121,132,152,195,161,52,32
2515,2AE19629209813A3E055000000000001,ED3409_27044,Bearna (Part Rural),569,620,308,431,610,555,348,201,85
2516,2AE1962920A513A3E055000000000001,ED3409_27045,Belleville,111,69,46,114,97,55,77,28,23
2517,2AE1962920CB13A3E055000000000001,ED3409_27046,An Carn MÛr,391,375,284,414,389,375,211,95,43
2518,2AE1962920CC13A3E055000000000001,ED3409_27047,Ceathr˙ an Bhr˙naigh (Part Rural),172,144,102,163,129,102,112,38,22
2519,2AE1962920E213A3E055000000000001,ED3409_27048,Baile Chl·ir,354,275,194,357,322,268,172,100,82
2520,2AE1962920F313A3E055000000000001,ED3409_27049,Clarinbridge,660,469,246,665,619,394,285,143,66
2521,2AE19629230113A3E055000000000001,ED3409_27050,Deerpark,246,192,104,221,263,150,155,56,26
2522,2AE19629233813A3E055000000000001,ED3409_27051,Na Forbacha,201,192,124,159,243,192,137,105,62
2523,2AE19629233913A3E055000000000001,ED3409_27052,Galway Rural (Part Rural),8,25,8,19,27,28,21,11,2
2524,2AE19629236913A3E055000000000001,ED3409_27053,¡rainn,121,137,122,136,144,198,199,106,63
2525,2AE1962923A513A3E055000000000001,ED3409_27054,Cill Chuimin,151,174,123,177,193,162,191,99,44
2526,2AE1962923A813A3E055000000000001,ED3409_27055,Cill AithnÌn,137,132,88,135,162,131,133,92,34
2527,2AE19629234E13A3E055000000000001,ED3409_27056,Leacach Beag,299,210,97,238,294,166,124,62,37
2528,2AE19629237E13A3E055000000000001,ED3409_27057,Liscananaun,258,194,130,208,257,194,134,105,59
2529,2AE19629237F13A3E055000000000001,ED3409_27058,LisÌn an Bhealaigh,190,180,107,129,189,139,78,27,22
2530,2AE1962922D113A3E055000000000001,ED3409_27059,Maigh Cuilinn,355,354,205,252,360,314,167,109,26
2531,2AE1962922DF13A3E055000000000001,ED3409_27060,Oranmore,737,502,414,942,695,427,321,185,74
2532,2AE19629230913A3E055000000000001,ED3409_27061,Sailearna,200,204,138,170,231,212,176,81,41
2533,2AE19629231913A3E055000000000001,ED3409_27062,Sliabh an Aonaigh,106,109,62,77,137,106,94,44,28
2534,2AE19629231A13A3E055000000000001,ED3409_27063,An SpidÈal,188,193,135,195,211,196,162,106,57
2535,2AE19629232613A3E055000000000001,ED3409_27064,Stradbally,201,237,106,148,212,176,84,34,20
2536,2AE19629234013A3E055000000000001,ED3409_27065,Tulaigh Mhic Aodh·in,321,335,153,261,346,271,185,92,111
2537,2AE19629205E13A3E055000000000001,ED3409_27066,Ballinastack,32,52,26,38,40,50,48,33,13
2538,2AE19629207E13A3E055000000000001,ED3409_27067,Ballymoe,45,62,42,45,45,63,60,27,25
2539,2AE19629208D13A3E055000000000001,ED3409_27068,Ballynakill,38,41,42,41,46,60,57,35,19
2540,2AE1962920A713A3E055000000000001,ED3409_27069,Boyounagh,31,39,23,21,34,27,43,21,14
2541,2AE1962922F013A3E055000000000001,ED3409_27070,Creggs,43,46,35,42,40,60,46,36,14
2542,2AE1962922FF13A3E055000000000001,ED3409_27071,Curraghmore,17,25,21,17,27,22,18,16,3
2543,2AE19629233A13A3E055000000000001,ED3409_27072,Glennamaddy,108,116,69,122,104,126,104,60,31
2544,2AE19629236A13A3E055000000000001,ED3409_27073,Island,26,37,29,21,24,44,41,18,14
2545,2AE1962923A313A3E055000000000001,ED3409_27074,Kilcroan,77,81,53,55,85,69,52,47,32
2546,2AE19629234A13A3E055000000000001,ED3409_27075,Kiltullagh,38,20,22,25,31,25,33,14,16
2547,2AE1962922F913A3E055000000000001,ED3409_27076,Raheen,64,70,35,49,65,71,48,37,31
2548,2AE19629230813A3E055000000000001,ED3409_27077,Scregg,30,36,20,22,39,28,27,12,15
2549,2AE19629230A13A3E055000000000001,ED3409_27078,Shankill,30,38,24,45,36,33,43,25,18
2550,2AE19629232813A3E055000000000001,ED3409_27079,Templetogher,48,34,53,48,31,66,52,37,18
2551,2AE19629233513A3E055000000000001,ED3409_27080,Toberroe,32,55,23,31,45,37,46,22,9
2552,2AE19629205A13A3E055000000000001,ED3409_27081,Ardamullivan,94,79,50,89,80,83,68,40,24
2553,2AE19629205B13A3E055000000000001,ED3409_27082,Ardrahan,85,86,48,72,81,75,51,30,45
2554,2AE19629207413A3E055000000000001,ED3409_27083,Ballycahalan,36,26,19,22,39,32,20,14,9
2555,2AE19629209913A3E055000000000001,ED3409_27084,Beagh,124,88,56,82,106,121,76,35,17
2556,2AE1962920B213A3E055000000000001,ED3409_27085,Cahermore,106,77,27,83,100,64,41,16,11
2557,2AE1962920C013A3E055000000000001,ED3409_27086,Cappard,16,10,9,11,9,21,14,6,3
2558,2AE1962920E113A3E055000000000001,ED3409_27087,Castletaylor,118,110,34,80,136,78,38,23,13
2559,2AE19629231E13A3E055000000000001,ED3409_27088,Doorus,153,126,41,92,144,125,85,32,15
2560,2AE19629231F13A3E055000000000001,ED3409_27089,Drumacoo,216,188,113,163,219,200,129,80,63
2561,2AE19629234513A3E055000000000001,ED3409_27090,Gort,469,376,353,589,443,301,224,180,98
2562,2AE19629237C13A3E055000000000001,ED3409_27091,Kilbeacanty,53,46,27,39,49,58,36,10,8
2563,2AE1962922CE13A3E055000000000001,ED3409_27092,Killeely,342,274,122,239,329,226,113,56,47
2564,2AE1962922DA13A3E055000000000001,ED3409_27093,Killeenavarra,174,104,43,96,172,89,68,26,29
2565,2AE1962922F513A3E055000000000001,ED3409_27094,Killinny,73,56,34,56,67,64,62,26,17
2566,2AE19629233113A3E055000000000001,ED3409_27095,Kiltartan,128,126,65,105,138,102,69,74,20
2567,2AE19629233C13A3E055000000000001,ED3409_27096,Kilthomas,12,3,9,16,8,10,17,8,1
2568,2AE19629234B13A3E055000000000001,ED3409_27097,Kinvarra,283,212,105,192,290,185,134,99,37
2569,2AE1962922F813A3E055000000000001,ED3409_27098,Rahasane,56,45,24,38,67,45,36,14,12
2570,2AE19629231813A3E055000000000001,ED3409_27099,Skehanagh,72,68,46,66,77,61,46,24,17
2571,2AE19629204D13A3E055000000000001,ED3409_27100,Aille,35,61,46,37,56,56,51,27,16
2572,2AE19629205013A3E055000000000001,ED3409_27101,Athenry,1089,719,475,1094,916,442,362,253,120
2573,2AE19629208013A3E055000000000001,ED3409_27102,Ballynagar,22,28,21,15,31,25,25,16,9
2574,2AE1962920AF13A3E055000000000001,ED3409_27103,Bracklagh,73,79,30,38,83,62,44,32,23
2575,2AE1962920B013A3E055000000000001,ED3409_27104,Bullaun,60,46,22,43,57,31,18,16,6
2576,2AE1962920BF13A3E055000000000001,ED3409_27105,Cappalusk,67,49,35,48,61,52,33,28,11
2577,2AE1962920D813A3E055000000000001,ED3409_27106,Castleboy,77,86,47,60,86,82,51,36,12
2578,2AE19629205313A3E055000000000001,ED3409_27107,Cloonkeen,86,73,33,76,81,39,33,26,22
2579,2AE19629205513A3E055000000000001,ED3409_27108,Colmanstown,16,10,12,29,19,17,17,7,4
2580,2AE1962922E713A3E055000000000001,ED3409_27109,Craughwell,294,310,153,233,306,244,121,66,37
2581,2AE19629231013A3E055000000000001,ED3409_27110,Derrylaur,11,21,4,9,17,12,19,5,7
2582,2AE19629232013A3E055000000000001,ED3409_27111,Drumkeary,85,66,50,71,90,84,77,35,31
2583,2AE19629234713A3E055000000000001,ED3409_27112,Graigabbey,72,63,23,47,79,47,40,8,6
2584,2AE19629234813A3E055000000000001,ED3409_27113,Grange,106,111,76,92,110,96,71,50,26
2585,2AE19629235413A3E055000000000001,ED3409_27114,Greethill,182,158,47,141,174,107,95,62,33
2586,2AE19629238B13A3E055000000000001,ED3409_27115,Kilchreest,27,52,28,31,44,39,34,33,15
2587,2AE19629238C13A3E055000000000001,ED3409_27116,Kilconickny,105,123,52,60,147,82,45,35,23
2588,2AE19629239713A3E055000000000001,ED3409_27117,Kilconierin,131,67,38,98,97,59,45,31,17
2589,2AE1962922F413A3E055000000000001,ED3409_27118,Killimor,38,43,31,35,59,53,22,32,16
2590,2AE1962922F613A3E055000000000001,ED3409_27119,Killogilleen,200,134,45,152,156,98,68,34,19
2591,2AE19629232313A3E055000000000001,ED3409_27120,Kilmeen,91,98,61,75,90,99,72,36,22
2592,2AE19629232F13A3E055000000000001,ED3409_27121,Kilreekill,50,46,30,58,38,54,34,21,11
2593,2AE19629233B13A3E055000000000001,ED3409_27122,Kilteskill,38,63,33,32,67,57,32,10,9
2594,2AE19629234913A3E055000000000001,ED3409_27123,Kiltullagh,130,118,57,100,135,79,55,50,21
2595,2AE19629235713A3E055000000000001,ED3409_27124,Lackalea,88,76,32,48,76,39,29,12,2
2596,2AE19629235913A3E055000000000001,ED3409_27125,Leitrim,78,79,35,74,70,70,38,25,12
2597,2AE19629238D13A3E055000000000001,ED3409_27127,Loughrea Rural,95,160,76,69,144,127,87,81,18
2598,2AE19629238E13A3E055000000000001,ED3409_27128,Loughrea Urban,930,599,598,1075,798,543,438,333,223
2599,3576C5999B294152E0530100007F0280,ED3409_27129/27126,Marblehill / Loughatorick,32,60,29,35,69,54,43,25,24
2600,2AE1962923AB13A3E055000000000001,ED3409_27130,Mountain,30,46,24,30,41,54,35,13,6
2601,2AE1962922DC13A3E055000000000001,ED3409_27131,Movode,57,39,12,33,47,25,24,14,10
2602,2AE1962922ED13A3E055000000000001,ED3409_27132,Raford,97,55,48,79,91,49,38,18,11
2603,2AE19629233213A3E055000000000001,ED3409_27133,Tiaquin,158,111,52,96,150,71,44,30,10
2604,2AE19629235013A3E055000000000001,ED3409_27134,Woodford,44,64,48,45,53,75,71,34,27
2605,2AE19629204E13A3E055000000000001,ED3409_27135,Annagh,57,43,33,41,53,45,47,32,18
2606,2AE19629208B13A3E055000000000001,ED3409_27136,Ballynakill,110,68,47,80,80,79,71,44,32
2607,2AE1962920BD13A3E055000000000001,ED3409_27137,Caltra,44,56,33,43,45,57,46,28,13
2608,2AE1962920D713A3E055000000000001,ED3409_27138,Castleblakeney,76,79,46,68,69,63,62,42,23
2609,2AE1962920E013A3E055000000000001,ED3409_27139,Castleffrench,84,82,36,52,98,48,59,40,23
2610,2AE19629210413A3E055000000000001,ED3409_27140,Clonbrock,87,73,53,105,66,63,77,44,12
2611,2AE19629204A13A3E055000000000001,ED3409_27141,Cloonkeen,55,28,24,50,27,33,42,28,18
2612,2AE1962922E513A3E055000000000001,ED3409_27142,Cooloo,74,83,48,60,85,82,44,36,20
2613,2AE19629230413A3E055000000000001,ED3409_27143,Derryglassaun,152,105,64,142,113,104,100,49,33
2614,2AE1962922E813A3E055000000000001,ED3409_27144,Killeroran,174,168,137,229,128,157,170,89,48
2615,2AE1962922E913A3E055000000000001,ED3409_27145,Killian,45,55,31,41,39,52,42,17,19
2616,2AE1962923AA13A3E055000000000001,ED3409_27146,Mount Bellew,267,277,198,291,247,261,189,97,86
2617,2AE1962922D013A3E055000000000001,ED3409_27147,Mounthazel,70,86,41,62,76,82,33,40,25
2618,2AE19629232713A3E055000000000001,ED3409_27148,Taghboy,28,31,36,20,24,42,22,10,8
2619,2AE1962920BE13A3E055000000000001,ED3409_27149,Camas,34,29,33,48,31,46,49,35,11
2620,2AE19629204913A3E055000000000001,ED3409_27150,An Fhairche,116,202,103,120,133,166,152,79,49
2621,2AE19629205613A3E055000000000001,ED3409_27151,Conga,59,69,27,56,70,77,90,41,28
2622,2AE1962922F113A3E055000000000001,ED3409_27152,An Cromp·n,363,308,241,294,336,337,294,193,106
2623,2AE1962922F313A3E055000000000001,ED3409_27153,An Chorr,29,6,18,13,25,26,26,23,6
2624,2AE19629234613A3E055000000000001,ED3409_27154,Garmna,138,185,131,145,150,207,181,101,45
2625,2AE1962923A413A3E055000000000001,ED3409_27155,Cill ChuimÌn,22,17,14,18,27,19,16,13,3
2626,2AE19629236B13A3E055000000000001,ED3409_27156,Leitir Breac·in,12,17,17,24,44,29,33,31,13
2627,2AE19629236C13A3E055000000000001,ED3409_27157,Letterfore,27,22,22,27,29,47,48,31,11
2628,2AE19629236D13A3E055000000000001,ED3409_27158,Leitir MÛir,105,111,70,86,126,111,115,80,31
2629,2AE1962922E013A3E055000000000001,ED3409_27159,Oughterard,345,351,226,311,425,392,279,201,95
2630,2AE1962922FB13A3E055000000000001,ED3409_27160,An Ros,10,9,13,4,12,16,12,10,7
2631,2AE19629234113A3E055000000000001,ED3409_27161,An Turlach,59,79,50,66,63,70,82,51,26
2632,2AE19629235113A3E055000000000001,ED3409_27162,Wormhole,394,410,173,272,410,335,217,115,50
2633,2AE19629210213A3E055000000000001,ED3409_27163,Abbeyville,36,44,20,22,32,42,39,25,10
2634,2AE19629207513A3E055000000000001,ED3409_27164,Ballyglass,28,19,15,20,18,31,19,14,12
2635,2AE1962922E613A3E055000000000001,ED3409_27165,Coos,8,7,11,11,7,19,23,12,7
2636,2AE19629230213A3E055000000000001,ED3409_27166,Derrew,28,24,11,31,16,14,28,13,4
2637,2AE19629232113A3E055000000000001,ED3409_27167,Drummin,51,38,36,41,65,43,55,30,13
2638,2AE19629232D13A3E055000000000001,ED3409_27168,Eyrecourt,36,60,38,52,57,60,62,45,35
2639,2AE1962922EA13A3E055000000000001,ED3409_27169,Killimor,91,83,61,95,87,90,68,57,70
2640,2AE19629231713A3E055000000000001,ED3409_27170,Kilmalinoge,12,38,16,23,41,33,30,23,14
2641,2AE19629232513A3E055000000000001,ED3409_27171,Kilquain,42,44,28,39,36,37,42,23,15
2642,2AE19629239A13A3E055000000000001,ED3409_27172,Meelick,52,44,21,32,40,27,30,18,12
2643,2AE19629239C13A3E055000000000001,ED3409_27173,Moat,13,36,11,7,26,25,10,9,10
2644,2AE1962922EB13A3E055000000000001,ED3409_27174,Pallas,55,60,39,35,56,54,41,37,21
2645,2AE1962922EC13A3E055000000000001,ED3409_27175,Portumna,323,287,191,302,325,273,255,166,149
2646,2AE19629233313A3E055000000000001,ED3409_27176,Tiranascragh,14,36,15,15,21,27,22,15,6
2647,2AE19629234F13A3E055000000000001,ED3409_27177,Tynagh,68,74,26,58,76,40,50,40,15
2648,2AE1962920FF13A3E055000000000001,ED3409_27178,Abbey East,77,75,62,65,89,93,68,53,50
2649,2AE19629210013A3E055000000000001,ED3409_27179,Abbey West,163,76,66,163,111,69,66,42,19
2650,2AE19629204613A3E055000000000001,ED3409_27180,Addergoole,64,69,50,68,66,77,78,47,28
2651,2AE19629205913A3E055000000000001,ED3409_27181,Annaghdown,222,213,121,181,238,191,120,61,25
2652,2AE19629205F13A3E055000000000001,ED3409_27182,Ballinderry,89,77,35,79,82,53,47,27,11
2653,2AE19629206813A3E055000000000001,ED3409_27183,Ballinduff,134,128,43,97,123,96,63,39,15
2654,2AE19629208E13A3E055000000000001,ED3409_27184,Ballynapark,199,176,71,155,173,111,90,59,46
2655,2AE1962920A313A3E055000000000001,ED3409_27185,Beaghmore,62,62,21,51,68,35,38,24,5
2656,2AE1962920A413A3E055000000000001,ED3409_27186,Belclare,109,102,65,91,129,100,89,48,20
2657,2AE1962920CD13A3E055000000000001,ED3409_27187,Carrownagur,70,73,31,36,80,47,50,29,25
2658,2AE1962920D613A3E055000000000001,ED3409_27188,Carrowrevagh,68,61,35,53,64,58,44,38,17
2659,2AE1962920F213A3E055000000000001,ED3409_27189,Claretuam,131,137,118,120,159,162,127,76,29
2660,2AE19629210313A3E055000000000001,ED3409_27190,Clonbern,38,60,36,36,50,52,44,32,15
2661,2AE19629205413A3E055000000000001,ED3409_27191,Cloonkeen,50,61,38,47,53,53,49,48,62
2662,2AE1962922F213A3E055000000000001,ED3409_27192,Cummer,208,167,113,145,214,114,80,71,39
2663,2AE19629231213A3E055000000000001,ED3409_27193,Donaghpatrick,69,93,42,64,87,74,65,31,18
2664,2AE19629231313A3E055000000000001,ED3409_27194,Doonbally,105,91,59,77,102,62,58,42,22
2665,2AE19629232213A3E055000000000001,ED3409_27195,Dunmore North,72,69,46,71,74,75,87,55,19
2666,2AE19629232B13A3E055000000000001,ED3409_27196,Dunmore South,111,128,79,85,120,98,92,78,46
2667,2AE19629232E13A3E055000000000001,ED3409_27197,Foxhall,103,74,41,71,97,84,75,48,36
2668,2AE19629235513A3E055000000000001,ED3409_27198,Headford,220,202,137,247,232,195,155,91,52
2669,2AE19629235613A3E055000000000001,ED3409_27199,Hillsbrook,96,98,85,85,97,76,83,43,22
2670,2AE19629237D13A3E055000000000001,ED3409_27200,Kilbennan,42,54,27,41,51,39,53,27,15
2671,2AE19629239913A3E055000000000001,ED3409_27201,Kilcoona,126,92,43,90,101,81,58,37,21
2672,2AE1962922CD13A3E055000000000001,ED3409_27202,Killeany,86,105,58,69,98,75,67,38,17
2673,2AE1962922CF13A3E055000000000001,ED3409_27203,Killeen,102,113,57,87,110,100,74,47,17
2674,2AE1962922DB13A3E055000000000001,ED3409_27204,Killererin,98,108,92,98,111,108,99,38,20
2675,2AE19629230513A3E055000000000001,ED3409_27205,Killower,141,156,78,125,145,129,66,30,21
2676,2AE19629231513A3E055000000000001,ED3409_27206,Killursa,202,173,59,132,204,136,129,62,47
2677,2AE19629232413A3E055000000000001,ED3409_27207,Kilmoylan,184,177,85,140,188,133,103,37,25
2678,2AE19629233013A3E055000000000001,ED3409_27208,Kilshanvy,54,46,30,50,61,46,49,34,8
2679,2AE19629236E13A3E055000000000001,ED3409_27209,Levally,58,45,26,43,62,35,39,33,13
2680,2AE19629239B13A3E055000000000001,ED3409_27210,Milltown,103,72,52,87,98,99,70,53,30
2681,2AE1962923A913A3E055000000000001,ED3409_27211,Monivea,92,99,59,86,94,115,63,31,18
2682,2AE1962922D213A3E055000000000001,ED3409_27212,Moyne,99,95,58,87,105,71,85,46,24
2683,2AE19629230713A3E055000000000001,ED3409_27213,Ryehill,163,102,71,149,115,88,52,21,21
2684,2AE19629233413A3E055000000000001,ED3409_27214,Toberadosh,50,53,32,31,55,43,52,26,21
2685,2AE19629233E13A3E055000000000001,ED3409_27215,Tuam Rural,1163,806,594,1150,967,584,438,242,116
2686,2AE19629233F13A3E055000000000001,ED3409_27216,Tuam Urban,516,318,390,590,483,371,335,302,206
2687,2AE1962916FC13A3E055000000000001,ED3409_28001,Ballinamore,150,158,101,133,140,158,146,71,50
2688,2AE19629172113A3E055000000000001,ED3409_28002,Cloverhill,36,64,29,27,52,56,43,23,15
2689,2AE19629172213A3E055000000000001,ED3409_28003,Corrala,28,52,14,22,48,38,21,15,8
2690,2AE19629171413A3E055000000000001,ED3409_28004,Drumreilly North,20,14,6,28,24,20,25,16,5
2691,2AE19629171513A3E055000000000001,ED3409_28005,Drumreilly South,13,18,6,25,19,20,20,18,7
2692,2AE19629172F13A3E055000000000001,ED3409_28006,Garadice,65,55,58,56,63,90,88,30,25
2693,3576C5999B084152E0530100007F0280,ED3409_28007/28011,Greaghglass / Stralongford,41,49,23,35,43,56,41,25,19
2694,2AE19629173913A3E055000000000001,ED3409_28008,Killygar,18,10,10,10,17,18,26,11,6
2695,2AE19629174D13A3E055000000000001,ED3409_28009,Newtowngore,39,21,24,34,38,33,28,16,9
2696,2AE19629173B13A3E055000000000001,ED3409_28010,Oughteragh,10,12,7,8,19,7,19,6,3
2697,2AE19629170813A3E055000000000001,ED3409_28012,Aghacashel,13,10,8,5,9,16,9,4,3
2698,2AE19629170D13A3E055000000000001,ED3409_28013,Annaduff,28,30,21,33,24,32,36,14,7
2699,2AE1962916FD13A3E055000000000001,ED3409_28014,Barnameenagh,15,28,9,11,24,22,21,14,3
2700,2AE19629171813A3E055000000000001,ED3409_28015,Carrick-on-Shannon,650,452,437,796,575,419,373,228,150
2701,3576C5999AA84152E0530100007F0280,ED3409_28017/28016,Drumreilly West / Drumreilly East,22,18,8,19,22,28,31,14,5
